sexo Idade REG Q1 Q2 Q3 Ramo_atividade Ocupação UF Q402 Q403 Q404 Q405 Q406 Q407 Q501 Q502 Q7 Q8 Q12P1A Q12P2A Q12P2B Q18 Q21 Q22A P1 P8 P9 P1001 P1002 P1003 P1004 P1101 P1102 P1103 P1104 P1105 P12 P24 P25 P26 P29 P30 D4 D12A Q13B2 Q13B2A Q10A Q10B Q11 Q12P1B Q13A Q13B Q22B Q22C Q22D P1A D51 D52 Q1501 Q1502 Q1503 Q1504 Q1505 Q1506 Q1507 Q1508 Q1509 Q1510 Q1511 Q1512 Q1513 Q1514 Q1515 Q1516 Q1517 Q1518 Q1519 Q1520 Q1521 Q1522 Q1523 Q1524 Q1525 Q1526 Escolaridade Q14A Q14B P201 P203 P204 P205 P207 P208 P209 P210 P211 P212 P213 P216 P217 P215 P202 P206 P214 P18 Q1601 Q1602 Q1603 Q1604 Q1605 Q1606 Q1607 Q1608 Q1609 Q1610 Q1611 Q1612 Q1613 Q1614 Q1615 Q1616 Q1617 Q1618 Q1619 Q1620 Q1621 P301 P302 P304 P305 P308 P309 P310 P311 P312 P303 P307 P306 P401 P402 P403 P404 P405 P406 P407 P408 P409 P410 P411 P412 P5 P601 P602 P603 P604 P605 P606 P607 P608 P609 P610 P611 P612 P613 P614 P615 P616 P27 D11 D10 D9Renda D7 seq Patterns FreqPatterns initial_gik1 initial_gik2 initial_gik3 final_gik1 final_gik2 final_gik3
1 6 3 1 4 1 8 4 19 2 4 1 1 1 5 1 1 1 4 1 1 2 11 4 2 2 5 1 5 5 5 5 1 5 5 1 4 1 2 2 7 2 2 3 5 1 2 2 28 5 9 1 2 2 32 6 30 2 2 8 9 8 6 6 8 7 12 6 8 12 6 9 12 10 12 11 5 12 5 6 9 10 4 12 5 2 4 3 2 1 2 1 1 1 1 1 1 2 2 2 2 1 2 1 2 5 12 12 4 12 6 8 11 12 12 11 6 6 1 8 12 12 7 6 1 12 6 6 1 1 1 1 1 1 6 1 1 1 2 3 1 1 1 1 1 3 1 1 1 1 3 1 4 11 6 11 9 11 11 5 6 1 11 6 11 1 9 6 10 2 3 9 3 1237 163141841924111511141121142251555515514122722351222859122326302289866871268126912101211512569104125243212111111222212125121241268111212116618121276112661111116111231111131111314116119111156111611196102393 1 0,3333 0,3333 0,3333 0,0287 0,378 0,5933
1 4 3 3 3 2 3 3 19 2 5 2 2 1 1 1 1 1 1 1 1 2 6 5 2 2 1 1 1 1 1 5 1 1 5 1 1 1 2 2 7 2 1 3 2 1 2 1 26 3 9 1 15 1 3 1 30 2 2 9 12 11 12 6 5 6 8 12 12 12 12 12 12 12 6 12 12 3 5 12 12 9 12 5 11 7 5 5 2 2 2 2 1 2 1 2 2 2 2 2 2 2 2 1 2 1 5 12 12 12 5 8 11 5 12 11 12 8 9 9 12 12 5 9 12 5 6 2 2 5 2 6 1 1 4 1 2 5 2 1 1 1 2 2 2 2 2 1 2 2 1 1 4 3 4 5 11 1 11 9 4 3 3 6 11 4 3 4 2 1 5 3 10 1238 143332331925221111111126522111115115111227213212126391151313022912111265681212121212121261212351212912511755222212122222222121512121258115121112899121259125622526114125211122222122114345111119433611434215310 1 0,3333 0,3333 0,3333 0 0,2996 0,7004
2 5 3 3 3 1 10 4 19 2 5 1 5 1 1 5 2 1 1 1 1 1 14 5 2 2 1 1 1 5 1 4 1 1 5 5 5 1 1 5 3 2 2 3 1 1 1 2 28 5 11 1 7 2 32 6 30 2 2 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 8 5 5 2 2 2 2 2 1 2 2 1 2 2 2 2 2 2 1 2 6 4 12 1 11 1 1 1 1 12 1 1 1 1 1 12 1 1 1 12 1 1 1 1 6 2 2 7 2 7 7 7 7 7 1 1 5 3 2 5 5 2 5 2 5 5 1 7 5 3 9 10 4 10 6 4 1 8 7 1 4 1 1 12 2 4 1 10 1239 25333110419251511521111114522111514115551153223111228511172326302212121212121212121212121212121212121212121212121212118552222212212222221264121111111121111112111121111622727777711532552525517539104106418714111224110 1 0,3333 0,3333 0,3333 0,2055 0,6678 0,1267
2 6 3 4 4 5 10 4 19 1 5 1 3 1 1 4 4 1 1 1 9 7 14 5 2 2 1 2 1 2 1 1 1 2 5 1 1 1 2 2 1 2 2 6 2 9 7 2 28 5 15 9 16 2 32 6 30 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 8 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 5 6 6 6 1 6 2 6 3 6 6 1 4 1 4 4 4 4 4 1 4 1 4 1 1 1 1 1 1 1 1 1 2 1 1 1 1 1 1 1 16 6 1 8 12 1240 263445104191513114411197145221212111251112212262972285159162326302211111111111111111121111111855222222222222222221111111111111111111111256661626366141444441414111111111211111111661812 1 0,3333 0,3333 0,3333 1 0 0
1 6 3 4 1 1 5 3 19 1 5 1 5 1 1 4 5 1 1 4 1 2 11 1 2 1 1 2 1 5 1 1 1 1 5 1 5 1 1 2 7 2 2 3 2 8 7 2 28 1 17 8 16 2 32 6 4 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6 6 6 6 6 6 1 7 4 6 6 3 4 1 4 4 4 4 4 4 3 1 5 1 1 1 1 1 6 1 3 3 2 2 2 3 2 3 2 2 2 6 3 8 3 1241 16341153191515114511412111211215111151511272232872281178162326422111111111111111111111111121152222222222222222211111111111111111111113666666174663414444443151111161332223232226383 1 0,3333 0,3333 0,3333 1 0 0
1 4 3 2 1 1 6 1 19 1 5 1 4 1 1 1 4 1 1 1 1 2 11 5 2 1 3 1 1 5 1 1 1 1 5 5 1 1 2 5 1 2 1 1 1 1 3 2 28 1 9 1 15 2 32 6 17 1 2 1 1 1 1 1 1 1 1 1 1 1 10 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 5 5 2 2 1 1 2 2 2 2 2 2 2 2 2 2 2 1 2 5 1 1 1 1 1 2 11 5 1 1 1 1 11 1 4 1 1 1 1 1 4 4 2 5 5 6 5 5 6 2 3 5 4 3 2 2 4 2 2 4 4 2 2 4 2 2 1 1 1 1 8 1 6 1 4 1 1 1 1 1 1 1 1 1 5 3 1 1242 14321161191514111411112115213115111155112512111132281911523261712111111111111011111111111111755221122222222222125111112115111111141111144255655623543224224422422111181614111111111531 1 0,3333 0,3333 0,3333 0,9542 0 0,0458
1 5 3 4 3 5 6 3 19 1 5 1 5 1 1 3 4 1 1 1 5 7 11 5 1 2 1 2 1 1 1 1 1 5 1 5 5 1 2 2 1 2 1 2 2 1 2 2 28 4 9 1 15 5 4 3 30 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 11 1 1 11 1 1 11 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 4 6 6 6 6 6 2 2 6 6 3 4 3 4 4 3 3 3 3 3 4 3 2 1 1 1 1 11 1 11 1 1 1 1 1 1 1 1 1 2 6 3 3 3 1243 153435631915151134111571151212111115155122121221222849115543302211111111111111111111111111755222222222222222225111111111111111111111111224666662266343443333343211111111111111111126333 1 0,3333 0,3333 0,3333 1 0 0
2 4 3 4 4 5 11 4 19 1 5 1 3 1 3 3 1 1 5 1 1 2 11 4 2 2 4 3 1 5 1 1 3 1 1 1 5 1 2 5 1 1 2 3 2 1 6 2 28 5 9 1 15 2 32 6 30 2 2 1 12 1 12 4 12 12 12 12 12 12 12 4 12 12 12 4 12 12 12 14 6 12 12 12 11 7 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 12 12 12 1 1 12 6 12 12 1 12 12 12 12 12 12 1 1 12 12 4 3 2 7 2 6 2 6 2 2 2 6 6 2 2 5 5 3 2 4 4 3 3 2 3 2 1 1 1 1 1 1 11 11 11 1 1 1 1 1 1 1 2 2 3 1 14 1244 24344511419151313311511211422431511311151251123216228591152326302211211241212121212121241212124121212146121212117132222222222222222261212121112612121121212121212111212432726262226622553244332321111111111111111111223114 1 0,3333 0,3333 0,3333 0,0701 0,8578 0,0721
2 7 3 4 1 1 11 4 19 1 5 1 1 3 5 2 3 3 1 1 1 2 11 7 2 2 1 1 1 1 2 1 1 5 1 1 5 1 2 6 7 1 1 6 2 1 2 1 4 6 9 1 2 2 32 6 30 2 2 1 1 1 11 1 1 1 1 1 12 1 1 1 7 1 1 11 1 6 1 1 1 1 1 1 1 1 3 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 7 1 1 1 1 1 9 6 1 1 1 1 1 1 5 1 7 1 1 1 9 1 2 2 3 2 1 1 1 4 2 2 7 5 1 1 1 1 1 1 1 1 1 2 1 1 11 1 11 11 11 11 11 11 12 1 11 11 11 1 11 11 2 1 5 1 15 1245 273411114191511352331112117221111211511512671162121469122326302211111111111211171111161111111135222222222222222122711111961111115171119122321114227511111111121111111111111111112111111111111215115 1 0,3333 0,3333 0,3333 0,5383 0,3725 0,0892
1 4 3 3 3 5 10 4 19 1 5 1 2 2 2 2 2 1 1 1 1 2 11 5 2 2 1 2 1 1 1 1 1 5 1 2 5 1 2 5 1 1 1 1 2 1 2 2 28 5 9 1 2 2 32 6 30 2 2 6 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 3 3 3 3 6 3 11 3 3 11 3 3 4 3 3 3 3 3 12 3 1 2 2 5 3 2 2 2 2 2 2 5 2 3 1 1 4 3 3 4 3 1 3 3 3 2 1 1 1 6 6 1 6 6 3 1 3 6 4 6 3 3 8 3 11 3 16 1246 1433351041915122222111121152212111115125125111121222859122326302261111111111111111111111111655222222222222222222333363113311334333331231225322222252311433431333211166166313646338311316 1 0,3333 0,3333 0,3333 0,5738 0 0,4262
2 3 3 4 3 5 6 1 19 5 5 5 5 1 1 1 5 1 1 1 1 2 14 5 2 1 4 3 1 2 2 3 1 3 1 1 6 1 1 2 4 1 1 1 2 1 6 1 8 3 9 1 15 2 32 6 4 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 1 1 1 1 1 1 11 1 1 1 1 1 1 1 1 2 1 1 1 1 1 3 2 3 3 4 3 3 6 2 2 4 2 2 1 2 2 2 2 4 4 2 2 4 1 2 4 1 4 1 6 1 5 3 1 1 1 1 1 1 1 1 2 1 5 2 1 1247 2334356119555511151111214521431223131161124111216183911523264221111111111111111111111111175522222222222222212111111111111111112111113233433622422122224422412414161531111111121521 1 0,3333 0,3333 0,3333 0,9635 0 0,0365
1 3 3 2 2 1 10 4 19 1 4 1 5 3 1 1 5 1 1 1 1 2 11 4 2 2 1 2 1 5 1 1 1 1 5 1 5 1 2 5 1 2 1 3 3 1 2 2 28 3 9 1 2 1 8 2 30 2 2 1 12 7 7 6 7 7 6 6 12 7 8 7 1 1 12 7 1 12 7 12 7 6 12 12 11 6 4 5 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 5 5 1 1 4 1 4 10 5 7 1 5 12 8 4 12 12 1 5 12 2 6 2 2 4 4 4 3 3 6 5 2 4 4 2 2 2 3 3 3 3 4 1 3 4 3 2 3 1 2 2 2 5 5 1 1 6 6 6 4 2 2 1 8 6 5 4 10 1248 133221104191415311511112114221215111151512512133122283912182302211277677661278711127112712761212116452222222222221222255114141057151284121215122622444336524422233334134323122255116664221865410 1 0,3333 0,3333 0,3333 0,2246 0 0,7754
2 5 3 1 1 1 11 4 19 1 5 1 1 1 1 5 1 1 1 1 1 2 1 5 2 1 1 2 1 1 1 1 1 1 1 5 5 1 2 1 3 1 1 1 2 1 6 2 28 3 8 1 15 2 32 6 4 2 2 1 1 1 12 1 12 1 4 4 1 1 1 12 12 12 1 1 1 12 12 12 1 12 1 3 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 3 12 1 3 1 6 6 3 1 1 1 1 1 1 1 12 1 1 1 1 1 2 3 6 3 6 3 3 6 3 2 6 4 3 3 3 3 3 3 4 4 2 2 4 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 5 2 14 1249 25311111419151111511111215211211111115512131112162283811523264221111211214411112121211112121211213117552222222222222222253121316631111111121111123636336326433333344224311111111111111111425214 1 0,3333 0,3333 0,3333 0,7861 0,1324 0,0815
2 5 3 4 3 2 4 3 19 1 5 1 4 1 1 1 5 1 1 5 5 7 11 5 2 2 1 2 1 1 1 1 1 1 1 1 1 1 2 4 1 2 2 2 2 1 2 2 28 5 17 1 2 1 31 6 30 2 2 11 12 11 12 12 12 12 6 12 12 12 12 12 6 12 12 12 12 12 12 12 12 12 12 12 11 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 4 11 12 12 11 12 12 11 6 12 11 12 12 12 12 12 12 1 6 12 1 1 2 2 6 6 7 2 2 6 2 2 7 7 1 1 1 3 3 1 4 4 2 1 4 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 11 2 3 1250 2534324319151411151155711522121111111111241222212228517121316302211121112121212612121212126121212121212121212121211555222222222222222224111212111212116121112121212121216121122667226227711133144214121111111111111111121123 1 0,3333 0,3333 0,3333 0,0625 0,9375 0
2 3 3 2 2 2 4 3 19 1 5 1 2 5 1 1 1 1 1 1 1 2 11 5 2 1 2 2 2 1 2 4 1 1 2 1 1 1 1 5 1 2 1 2 3 1 2 2 28 4 9 1 2 1 8 2 4 2 2 1 4 4 12 5 12 4 4 4 4 12 3 4 4 4 4 4 4 12 4 12 4 4 12 12 4 9 5 5 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 1 2 1 1 1 1 1 1 1 7 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2 4 4 4 5 6 6 6 2 4 4 3 3 3 4 4 3 4 4 4 4 4 3 2 1 1 3 1 4 1 5 8 6 1 3 7 7 4 1 7 2 2 5 3 3 1251 233222431915125111111121152122212411211115121231222849121824221441251244441234444441241244121249552222222222221221211111117111111111111114244456662443334434444432113141586137741722533 1 0,3333 0,3333 0,3333 0,5179 0 0,4821
1 7 3 2 1 1 10 4 19 1 5 1 1 1 1 1 7 1 1 1 1 2 14 2 2 1 1 1 1 1 1 1 1 4 1 1 3 1 2 2 7 2 2 1 3 1 2 2 28 2 9 1 2 1 5 2 16 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 11 1 1 6 11 12 11 1 1 1 1 1 1 1 1 1 1 9 1 1 1 3 3 2 2 4 1 3 6 2 2 7 1 2 2 1 1 1 1 4 4 1 1 4 2 2 8 8 5 2 2 7 3 3 2 8 5 9 11 2 2 7 4 3 3 3 12 1252 1732111041915111117111121422111111114113122722131222829121521622111111111111111111111112115552222222222222222211111611121111111111119111332241362271221111441142288522733285911227433312 1 0,3333 0,3333 0,3333 0,747 0,0661 0,1869
1 2 3 4 4 3 3 1 19 3 3 3 3 3 3 3 3 1 3 1 1 6 13 4 2 2 4 3 6 6 6 6 6 6 6 6 6 1 2 10 11 2 2 3 2 8 7 2 28 1 16 8 16 2 32 6 30 2 2 12 12 12 12 12 12 12 12 12 12 12 12 14 12 12 12 12 12 12 12 12 12 12 12 12 11 6 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 6 12 12 12 12 12 12 11 12 12 1 12 12 12 12 12 12 11 12 12 12 6 7 7 7 7 7 7 7 7 6 7 7 7 5 5 3 4 4 4 4 4 3 4 4 4 3 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 16 6 11 8 2 1253 12344331193333333313116134224366666666612101122328722811681623263022121212121212121212121212141212121212121212121212121162222222222222222222612121212121211121211212121212121112121267777777767775534444434443121212121212121212121212121212121661182 1 0,3333 0,3333 0,3333 0 1 0
1 3 3 2 3 2 3 1 19 1 5 2 5 1 1 5 4 2 1 5 1 2 6 5 2 2 1 1 4 1 1 1 1 1 1 5 5 1 2 5 4 2 1 3 2 1 1 2 28 3 17 1 1 2 32 6 30 2 2 1 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 6 5 5 5 1 2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 1 4 5 5 6 2 5 11 6 6 6 6 4 4 6 2 6 6 2 6 2 1 2 2 2 2 3 1 3 6 7 1 2 3 3 3 1 3 1 2 1 1 1 2 4 2 1 1 6 1 4 1 1 2 1 3 1 1 6 4 4 1 6 14 5 10 3 3 1254 1332323119152511542151265221141111115512542132112283171123263022166666666666666666666666665551222222212221222214556251166664462662621222231367123331312111242116141121311644161451033 1 0,3333 0,3333 0,3333 0,1572 0 0,8428
2 6 3 4 4 3 10 4 19 1 4 3 4 4 1 2 4 1 2 1 1 3 13 7 2 2 4 3 6 6 6 6 6 6 5 5 4 2 2 9 11 2 2 5 2 1 3 2 28 5 13 1 12 2 32 6 30 2 2 4 3 3 12 4 12 3 3 12 12 12 12 12 3 12 12 3 12 12 12 3 12 3 12 12 11 4 1 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 6 2 12 12 3 3 12 3 3 12 3 12 12 12 2 12 12 3 2 12 12 3 7 2 7 2 7 2 2 2 2 2 7 2 5 2 2 2 2 2 5 5 2 2 3 2 3 1 4 12 4 4 2 4 4 4 2 2 4 2 4 2 2 16 1 5 8 16 1255 26344310419143441241211313722436666665542291122521322851311223263022433124123312121212123121231212123123121211413222222222222222126212123312331231212122121232121237272722222725222225522323141244244422424221615816 1 0,3333 0,3333 0,3333 0 0,5989 0,4011
2 7 3 2 3 3 10 4 19 1 4 2 2 2 1 4 2 1 2 1 1 2 10 3 2 2 1 3 1 1 2 6 1 1 2 1 6 1 1 2 7 2 1 1 1 1 6 1 27 5 9 1 15 2 32 6 30 2 2 1 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 12 11 2 4 3 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 4 12 12 2 2 12 11 7 12 1 12 3 12 12 12 9 1 1 12 4 1 1 6 2 4 6 3 3 5 1 1 4 7 1 3 1 1 3 5 5 4 3 3 3 1 2 1 1 1 1 9 1 6 8 12 1 1 1 1 1 1 1 7 2 3 3 12 1256 2732331041914222142121121032213112611216112721111612759115232630221121212121212121212121212121212121212121212121212112432222222222222221224121222121171211231212129111241162463351147131135543331211119168121111111723312 1 0,3333 0,3333 0,3333 0 0,8438 0,1562
2 3 3 3 3 3 10 4 19 2 2 1 2 3 3 1 2 1 3 1 1 1 11 5 2 2 1 2 1 2 4 1 5 2 5 4 2 1 2 2 1 1 2 4 2 1 6 2 28 5 5 1 15 2 32 6 30 2 2 11 12 11 12 11 12 1 1 1 12 12 12 12 11 1 12 11 1 12 1 12 1 11 12 12 1 6 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 6 12 12 6 9 12 3 11 3 11 3 12 1 1 12 12 3 1 12 12 1 2 2 2 2 6 6 5 5 2 2 6 6 1 1 3 3 2 3 4 4 3 3 4 3 2 1 1 3 1 2 1 1 3 2 1 2 2 3 1 1 3 12 2 5 2 10 1257 233333104192212331213111115221212415254212211242162285511523263022111211121112111121212121111211112112111121216552222222222222222256121269123113113121112123112121222266552266113323443343211312113212231131225210 1 0,3333 0,3333 0,3333 0,3088 0,5803 0,111
1 4 3 3 3 4 4 1 19 1 5 4 4 1 1 1 5 1 1 1 1 2 11 5 2 2 1 1 1 1 2 4 2 2 1 1 5 1 1 10 11 2 2 3 4 1 5 2 28 5 9 1 14 2 32 6 30 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 2 12 1 1 2 12 8 3 1 1 2 12 12 12 12 1 2 1 12 1 1 2 2 6 2 6 2 6 6 2 2 6 2 1 2 2 4 4 3 4 4 1 4 4 3 4 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 16 5 3 2 3 1258 143334411915441115111121152211112422115111011223415228591142326302211111111111111111111111111555222222222222222225212112128311212121212121121122626266226212244344144341111111111111111165323 1 0,3333 0,3333 0,3333 0,8051 0,1892 0,0057
1 5 3 3 2 5 5 1 19 1 5 4 2 1 1 4 4 1 1 1 4 7 6 5 2 1 1 2 1 5 2 5 1 4 2 1 2 1 1 8 4 2 2 1 2 4 7 2 28 5 9 4 16 2 32 6 4 2 2 1 4 6 4 4 12 12 5 5 12 12 4 4 4 12 4 6 4 4 4 4 4 4 4 4 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 4 4 12 12 4 12 1 11 1 12 1 12 12 4 12 12 12 1 1 12 1 1 2 2 2 3 5 3 3 3 2 2 5 5 3 1 1 3 3 3 3 3 3 3 3 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 3 1 1259 15332551191542114411147652112152514212118422124722859416232642214644121255121244412464444444411755222222222222222124412124121111121121241212121112112223533322553113333333312111111111111111111531 1 0,3333 0,3333 0,3333 0,281 0,1892 0,5298
2 5 3 2 1 2 10 4 19 1 5 1 2 1 1 1 2 1 1 1 5 7 6 5 1 2 1 2 1 1 1 2 1 1 5 1 5 1 2 4 4 2 2 1 2 1 6 2 28 4 9 1 15 5 6 3 30 2 2 1 9 4 12 7 12 12 5 12 12 12 5 12 12 12 12 8 12 4 6 12 4 4 7 5 11 6 5 5 2 2 2 2 1 2 1 2 2 2 2 2 2 2 2 1 2 5 4 12 12 4 4 5 11 4 12 1 3 9 12 1 12 1 4 1 1 3 3 1 1 6 1 5 1 2 2 2 2 2 2 2 2 2 3 3 3 3 3 2 2 3 2 2 1 1 1 1 1 1 1 1 1 1 1 6 4 1 1 1 2 1 5 1 13 1260 253212104191512111211157651212111211515124422121622849115563302219412712125121212512121212812461244751165522221212222222212541212445114121391211214113311615122222222233333223221111111111164111215113 1 0,3333 0,3333 0,3333 0,1653 0,3092 0,5255
2 3 3 2 2 1 6 1 19 1 5 1 5 2 1 1 1 1 2 1 1 2 11 5 2 1 1 2 5 1 1 1 1 1 1 1 1 1 1 8 3 2 1 1 3 1 2 1 8 5 9 1 2 1 8 2 4 2 2 1 1 1 1 1 1 1 1 1 1 7 8 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 1 1 1 1 1 1 4 10 1 7 1 4 1 4 1 1 12 1 1 1 1 1 6 6 6 4 6 3 6 6 4 2 6 2 4 4 2 4 4 2 4 4 2 4 4 4 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8 5 11 3 1 1261 2332216119151521111211211521125111111111183211312185912182422111111111178111111111111117552222222222221222211111141017141411121111166646366426244244244244421111111111111111851131 1 0,3333 0,3333 0,3333 0,9544 0 0,0456
2 3 3 3 3 2 10 4 19 1 5 1 4 1 1 2 1 1 1 1 1 2 9 5 2 2 1 1 1 1 4 5 4 1 1 2 5 1 1 8 1 1 1 5 2 1 2 2 28 5 2 1 2 2 32 6 30 2 2 9 12 12 12 12 12 12 6 12 12 12 12 12 7 12 12 12 12 12 4 12 12 12 12 12 11 7 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 5 6 12 12 9 7 12 11 12 12 10 12 12 9 12 12 12 1 9 12 12 1 7 1 6 6 6 2 6 6 2 6 6 5 4 1 2 4 4 3 4 3 2 3 4 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5 2 10 1262 23333210419151411211111295221111454112511811152122285212232630229121212121212612121212127121212121241212121212117552222222222222221256121297121112121012129121212191212171666266266541244343234121111111111111111115210 1 0,3333 0,3333 0,3333 0 0,8614 0,1386
1 2 3 4 4 5 3 3 19 1 5 1 5 1 5 1 5 1 4 4 4 7 6 5 2 2 1 1 5 5 5 5 1 5 1 1 5 1 2 3 3 1 1 3 1 5 7 2 28 5 17 5 16 2 32 6 30 2 2 6 2 1 1 2 2 1 1 1 1 1 2 1 2 2 1 8 2 12 2 2 2 1 1 1 1 7 2 1 1 2 2 2 2 2 2 1 1 2 1 1 2 1 2 2 1 5 7 1 9 2 11 9 1 2 2 4 1 6 12 3 3 1 1 1 12 2 1 2 2 2 6 6 2 6 6 5 2 6 2 3 3 1 1 3 1 3 3 1 3 4 4 2 1 6 6 11 11 1 11 11 11 1 9 10 1 1 1 6 11 5 4 2 3 1263 1234453319151515151444765221155551511512331131572285175162326302262112211111212218212222111172112222221121121221571921191224161233111122122266266526233113133134421661111111111119101116115423 1 0,3333 0,3333 0,3333 0,6655 0,0292 0,3053
1 7 3 2 1 1 10 4 19 1 5 2 5 1 2 5 5 1 4 1 1 2 11 4 2 1 1 2 1 5 1 1 1 2 5 2 5 1 1 5 1 2 1 1 5 1 2 1 8 1 9 1 2 1 8 1 24 2 2 1 4 2 3 4 3 3 1 3 3 3 11 3 1 2 3 3 2 4 3 3 5 4 3 3 3 9 5 5 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 1 1 1 3 1 7 11 6 3 1 6 2 2 8 4 1 2 1 1 1 7 2 1 2 2 5 1 1 6 2 1 5 5 2 1 1 2 2 2 3 3 1 1 3 1 2 3 2 2 4 6 7 6 3 2 3 3 3 4 3 3 2 8 4 5 5 12 1264 173211104191525125514112114211215111252511512115121819121812422142343313331131233243354333955222222222222222225111317116316228412111721225116215521122233113123224676323334332845512 1 0,3333 0,3333 0,3333 0,1991 0 0,8009
2 5 3 4 4 5 7 1 19 1 5 1 1 1 1 1 5 1 1 1 1 2 1 5 2 1 1 3 1 2 2 2 2 1 1 5 5 1 2 2 4 2 2 3 2 1 1 2 28 4 9 1 7 2 32 6 4 2 2 2 12 6 4 2 4 4 5 3 12 12 4 12 3 12 3 3 2 3 4 4 3 5 12 4 11 7 3 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 5 5 12 12 11 2 2 11 5 12 1 6 12 3 4 12 12 4 1 12 1 1 2 1 2 2 6 2 2 1 2 1 6 2 2 1 2 3 2 3 4 3 2 2 1 2 2 1 1 1 1 1 1 1 1 3 1 1 1 1 1 1 1 7 2 5 3 2 1265 253445711915111115111121521131222211551224223211228491723264222126424453121241231233234435124117312222222222222222255121211221151216123412124112112122622121622123234322122111111113111111172532 1 0,3333 0,3333 0,3333 0,2213 0,2353 0,5434
